cik_str,Tickers,title,Sector,Sector_Check
1838163,BNAIW,Brand Engagement Network Inc.,Technology,True
1634117,BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,True
875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC,Industrials,True
1411690,BNGO,"Bionano Genomics, Inc.",Healthcare,True
1001085,BNH,BROOKFIELD Corp /ON/,,True
1851651,BNIGF,Beroni Group Ltd,Healthcare,True
1845942,BNIX,Bannix Acquisition Corp.,Financial Services,True
1845942,BNIXR,Bannix Acquisition Corp.,,True
1845942,BNIXW,Bannix Acquisition Corp.,Financial Services,True
1001085,BNJ,BROOKFIELD Corp /ON/,,True
1424182,BNL,"Broadstone Net Lease, Inc.",Real Estate,True
1472494,BNO,"United States Brent Oil Fund, LP",,True
1191070,BNOX,BIONOMICS LIMITED/FI,,True
310732,BNPQF,BNP PARIBAS,Financial Services,True
310732,BNPQY,BNP PARIBAS,Financial Services,True
310732,BNPZY,BNP PARIBAS,,True
1792267,BNR,Burning Rock Biotech Ltd,Healthcare,True
1901215,BNRG,Brenmiller Energy Ltd.,Utilities,True
9631,BNS,BANK OF NOVA SCOTIA,Financial Services,True
846546,BNSOF,BONSO ELECTRONICS INTERNATIONAL INC,Technology,True
1837429,BNT,Brookfield Wealth Solutions Ltd.,Financial Services,True
1808898,BNTC,Benitec Biopharma Inc.,Healthcare,True
1776985,BNTX,BioNTech SE,Healthcare,True
1137390,BNY,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,Financial Services,True
1826011,BNZI,"Banzai International, Inc.",Technology,True
1826011,BNZIW,"Banzai International, Inc.",Technology,True
1494582,BOC,BOSTON OMAHA Corp,Industrials,True
1826889,BODI,"Beachbody Company, Inc.",Communication Services,True
1826889,BODYW,"Beachbody Company, Inc.",Communication Services,True
1320375,BOE,BlackRock Enhanced Global Dividend Trust,Financial Services,True
1962481,BOF,BranchOut Food Inc.,Consumer Defensive,True
46195,BOH,BANK OF HAWAII CORP,Financial Services,True
46195,BOH-PA,BANK OF HAWAII CORP,Financial Services,True
46195,BOH-PB,BANK OF HAWAII CORP,,True
1415311,BOIL,ProShares Trust II,,True
875357,BOKF,BOK FINANCIAL CORP,Financial Services,True
1782303,BOLD,"Boundless Bio, Inc.",Healthcare,True
1641281,BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,True
1381871,BOMO,"bowmo, Inc.",Technology,True
1816815,BON,Bon Natural Life Ltd,Basic Materials,True
34067,BOOM,DMC Global Inc.,Industrials,True
1610250,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,True
1510832,BOPO,Biopower Operations Corp,Financial Services,True
1715497,BORR,Borr Drilling Ltd,Energy,True
1005516,BOSC,BOS BETTER ONLINE SOLUTIONS LTD,Technology,True
894560,BOTH,BIOETHICS LTD,Financial Services,True
1275101,BOTJ,BANK OF THE JAMES FINANCIAL GROUP INC,Financial Services,True
1407704,BOTY,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",Communication Services,True
2002473,BOW,Bowhead Specialty Holdings Inc.,Financial Services,True
1840572,BOWL,Lucky Strike Entertainment Corp,,True
1973056,BOWN,Bowen Acquisition Corp,Financial Services,True
1973056,BOWNR,Bowen Acquisition Corp,,True
1973056,BOWNU,Bowen Acquisition Corp,Financial Services,True
1372612,BOX,BOX INC,Technology,True
1624512,BOXL,Boxlight Corp,Technology,True
313807,BP,BP PLC,Energy,True
313807,BPAQF,BP PLC,Energy,True
1597264,BPMC,Blueprint Medicines Corp,Healthcare,True
763901,BPOP,"POPULAR, INC.",Financial Services,True
763901,BPOPM,"POPULAR, INC.",,True
763901,BPOPO,"POPULAR, INC.",Financial Services,True
1913971,BPRN,"Princeton Bancorp, Inc.",Financial Services,True
850033,BPT,BP PRUDHOE BAY ROYALTY TRUST,Energy,True
1133818,BPTH,"BIO-PATH HOLDINGS, INC.",Healthcare,True
1768946,BPTSY,Biophytis SA,Healthcare,True
1545772,BPYPM,Brookfield Property Partners L.P.,,True
1545772,BPYPN,Brookfield Property Partners L.P.,Real Estate,True
1545772,BPYPO,Brookfield Property Partners L.P.,Real Estate,True
1545772,BPYPP,Brookfield Property Partners L.P.,Real Estate,True
1815021,BQ,Boqii Holding Ltd,Consumer Cyclical,True
1568628,BQST,Bioquest Corp,Financial Services,True
1383312,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Technology,True
1865120,BRAC,Broad Capital Acquisition Corp,Financial Services,True
1865120,BRACR,Broad Capital Acquisition Corp,,True
1865120,BRACU,Broad Capital Acquisition Corp,Financial Services,True
1867834,BRAG,Bragg Gaming Group Inc.,Consumer Cyclical,True
1399306,BRBL,BrewBilt Brewing Co,Industrials,True
1772016,BRBR,"BELLRING BRANDS, INC.",Consumer Defensive,True
842717,BRBS,"BLUE RIDGE BANKSHARES, INC.",Financial Services,True
746598,BRC,BRADY CORP,Industrials,True
1891101,BRCC,BRC Inc.,Consumer Defensive,True
1001085,BRCFF,BROOKFIELD Corp /ON/,Financial Services,True
1158399,BRCNF,Burcon NutraScience Corp,Consumer Defensive,True
1854401,BRDG,Bridge Investment Group Holdings Inc.,Financial Services,True
1939965,BREA,Brera Holdings PLC,Communication Services,True
1533232,BRENF,Brookfield Renewable Partners L.P.,Utilities,True
1487197,BRFH,BARFRESH FOOD GROUP INC.,Consumer Defensive,True
1122491,BRFS,BRF S.A.,Consumer Defensive,True
1431074,BRGO,"Bergio International, Inc.",Consumer Cyclical,True
1593184,BRGX,"BIOREGENX, INC.",Healthcare,True
2000230,BRIA,BrilliA Inc,Consumer Cyclical,True
14177,BRID,BRIDGFORD FOODS CORP,Consumer Defensive,True
1406234,BRIPF,Brookfield Infrastructure Partners L.P.,,True
1067983,BRK-A,BERKSHIRE HATHAWAY INC,Financial Services,True
1067983,BRK-B,BERKSHIRE HATHAWAY INC,Financial Services,True
1871638,BRKH,BurTech Acquisition Corp.,Financial Services,True
1871638,BRKHU,BurTech Acquisition Corp.,Financial Services,True
1871638,BRKHW,BurTech Acquisition Corp.,,True
1049782,BRKL,BROOKLINE BANCORP INC,Financial Services,True
1109354,BRKR,BRUKER CORP,Healthcare,True
1631463,BRLL,Barrel Energy Inc.,Energy,True
1852973,BRLS,Borealis Foods Inc.,Consumer Defensive,True
1852973,BRLSW,Borealis Foods Inc.,Consumer Defensive,True
1866757,BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,True
10048,BRN,BARNWELL INDUSTRIES INC,Energy,True
1828185,BRNS,Barinthus Biotherapeutics plc.,Healthcare,True
79282,BRO,"BROWN & BROWN, INC.",Financial Services,True
1774983,BROG,Brooge Energy Ltd,Energy,True
1774983,BROGW,Brooge Energy Ltd,Energy,True
1866581,BROS,Dutch Bros Inc.,Consumer Cyclical,True
1001085,BROXF,BROOKFIELD Corp /ON/,,True
1001085,BRPSF,BROOKFIELD Corp /ON/,Financial Services,True
1854526,BRQL,"brooqLy, Inc.",Communication Services,True
1650575,BRQSF,"Borqs Technologies, Inc.",Technology,True
1706795,BRRLY,Barry Callebaut AG/ADR,Consumer Defensive,True
1841175,BRRR,CoinShares Valkyrie Bitcoin Fund,,True
1913210,BRSHF,Bruush Oral Care Inc.,Consumer Defensive,True
1717547,BRSP,"BrightSpire Capital, Inc.",Real Estate,True
764897,BRST,"Broad Street Realty, Inc.",Real Estate,True
1505065,BRSYF,Brainsway Ltd.,Healthcare,True
14846,BRT,BRT Apartments Corp.,Real Estate,True
1505497,BRTX,"BioRestorative Therapies, Inc.",Healthcare,True
1444839,BRVO,Bravo Multinational Inc.,Communication Services,True
826020,BRW,Saba Capital Income & Opportunities Fund,Financial Services,True
1873213,BRWC,Birdie Win Corp,Consumer Defensive,True
1581068,BRX,Brixmor Property Group Inc.,Real Estate,True
1705873,BRY,Berry Corp (bry),Energy,True
1676238,BRZE,"Braze, Inc.",Technology,True
1817640,BRZH,Breeze Holdings Acquisition Corp.,Financial Services,True
1817640,BRZHR,Breeze Holdings Acquisition Corp.,,True
1817640,BRZHW,Breeze Holdings Acquisition Corp.,Financial Services,True
1167376,BRZL,"Scepter Holdings, Inc.",Consumer Defensive,True
1027552,BSAC,BANCO SANTANDER CHILE,Financial Services,True
1787414,BSBK,Bogota Financial Corp.,Financial Services,True
1471055,BSBR,Banco Santander (Brasil) S.A.,Financial Services,True
1658678,BSEM,BIOSTEM TECHNOLOGIES,Healthcare,True
10329,BSET,BASSETT FURNITURE INDUSTRIES INC,Consumer Cyclical,True
1730773,BSFC,Blue Star Foods Corp.,Consumer Defensive,True
1530766,BSGM,"BioSig Technologies, Inc.",Healthcare,True
1748824,BSIG,BrightSphere Investment Group Inc.,,True
2025065,BSII,Black Spade Acquisition II Co,Financial Services,True
2025065,BSIIU,Black Spade Acquisition II Co,Financial Services,True
2025065,BSIIW,Black Spade Acquisition II Co,Financial Services,True
1486298,BSL,Blackstone Senior Floating Rate 2027 Term Fund,Financial Services,True
1841125,BSLK,"Bolt Projects Holdings, Inc.",Basic Materials,True
1841125,BSLKW,"Bolt Projects Holdings, Inc.",Basic Materials,True
1621434,BSM,"Black Stone Minerals, L.P.",Energy,True
1409197,BSPK,"Bespoke Extracts, Inc.",Healthcare,True
1512673,BSQKZ,"Block, Inc.",Technology,True
1130144,BSRR,SIERRA BANCORP,Financial Services,True
1616678,BST,BlackRock Science & Technology Trust,Financial Services,True
1662972,BSTT,"Blackstone Real Estate Income Trust, Inc.",,True
1768666,BSTZ,BlackRock Science & Technology Term Trust,Financial Services,True
1746129,BSVN,Bank7 Corp.,Financial Services,True
885725,BSX,BOSTON SCIENTIFIC CORP,Healthcare,True
1031308,BSY,BENTLEY SYSTEMS INC,Technology,True
1343793,BTA,BlackRock Long-Term Municipal Advantage Trust,Financial Services,True
1303523,BTAFF,British American Tobacco p.l.c.,Consumer Defensive,True
1720893,BTAI,"BioXcel Therapeutics, Inc.",Healthcare,True
1559356,BTAX,Biostax Corp.,Healthcare,True
1718224,BTBD,"BT Brands, Inc.",Consumer Cyclical,True
1718224,BTBDW,"BT Brands, Inc.",,True
1710350,BTBT,"Bit Digital, Inc",Financial Services,True
2015034,BTC,Grayscale Bitcoin Mini Trust ETF,,True
1517496,BTCM,BIT Mining Ltd,Technology,True
1855781,BTCO,Invesco Galaxy Bitcoin ETF,,True
1436229,BTCS,BTCS Inc.,Financial Services,True
1796514,BTCT,BTC Digital Ltd.,Technology,True
1796514,BTCTW,BTC Digital Ltd.,Technology,True
1850391,BTCW,WisdomTree Bitcoin Fund,,True
1630113,BTCY,BIOTRICITY INC.,Healthcare,True
725929,BTDG,"B2Digital, Inc.",,True
1899123,BTDR,Bitdeer Technologies Group,Technology,True
1279495,BTE,BAYTEX ENERGY CORP.,Energy,True
1429937,BTG,B2GOLD CORP,Basic Materials,True
1546538,BTGRF,BTS Group Holdings Public Co Limited/ADR,Industrials,True
1546538,BTGWF,BTS Group Holdings Public Co Limited/ADR,,True
1303523,BTI,British American Tobacco p.l.c.,Consumer Defensive,True
1546538,BTLWF,BTS Group Holdings Public Co Limited/ADR,,True
1901799,BTM,Bitcoin Depot Inc.,Financial Services,True
1819253,BTMD,biote Corp.,Healthcare,True
1901799,BTMWW,Bitcoin Depot Inc.,,True
925683,BTO,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND,Financial Services,True
1972529,BTOC,Armlogi Holding Corp.,Industrials,True
1735556,BTOG,BIT ORIGIN Ltd,Financial Services,True
1865782,BTSG,"BrightSpring Health Services, Inc.",Healthcare,True
1865782,BTSGU,"BrightSpring Health Services, Inc.",Healthcare,True
1546538,BTSGY,BTS Group Holdings Public Co Limited/ADR,Industrials,True
1528437,BTT,BlackRock Municipal 2030 Target Term Trust,Financial Services,True
1066764,BTTC,Bitech Technologies Corp,,True
1471727,BTTR,Better Choice Co Inc.,,True
1064728,BTU,PEABODY ENERGY CORP,Energy,True
1379384,BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST,Financial Services,True
1525852,BTZI,"BOTS, Inc./PR",Technology,True
1668717,BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,True
1668717,BUDFF,Anheuser-Busch InBev SA/NV,Consumer Defensive,True
1393772,BUDZ,"WEED, INC.",Healthcare,True
1528988,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",Financial Services,True
1956055,BUJA,Bukit Jalil Global Acquisition 1 Ltd.,Financial Services,True
1956055,BUJAR,Bukit Jalil Global Acquisition 1 Ltd.,,True
1956055,BUJAU,Bukit Jalil Global Acquisition 1 Ltd.,Financial Services,True
1956055,BUJAW,Bukit Jalil Global Acquisition 1 Ltd.,Financial Services,True
15847,BUKS,BUTLER NATIONAL CORP,Industrials,True
927971,BULZ,BANK OF MONTREAL /CAN/,,True
1714174,BUR,Burford Capital Ltd,Financial Services,True
1579298,BURL,"Burlington Stores, Inc.",Consumer Cyclical,True
1814215,BURU,"Nuburu, Inc.",Industrials,True
1814215,BURUW,"Nuburu, Inc.",Industrials,True
314489,BUSE,FIRST BUSEY CORP /NV/,Financial Services,True
1734713,BV,"BrightView Holdings, Inc.",Industrials,True
1302387,BVFL,"BV Financial, Inc.",Financial Services,True
1013131,BVN,BUENAVENTURA MINING CO INC,Basic Materials,True
1665988,BVS,Bioventus Inc.,Healthcare,True
1630805,BW,"Babcock & Wilcox Enterprises, Inc.",Industrials,True
1630805,BW-PA,"Babcock & Wilcox Enterprises, Inc.",Industrials,True
908255,BWA,BORGWARNER INC,Consumer Cyclical,True
1505065,BWAY,Brainsway Ltd.,Healthcare,True
1341317,BWB,Bridgewater Bancshares Inc,Financial Services,True
1341317,BWBBP,Bridgewater Bancshares Inc,Financial Services,True
1120370,BWEN,"BROADWIND, INC.",Industrials,True
1610940,BWET,Amplify Commodity Trust,,True
1505732,BWFG,"Bankwell Financial Group, Inc.",Financial Services,True
1504545,BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc,Financial Services,True
1781755,BWIN,"Baldwin Insurance Group, Inc.",Financial Services,True
1649313,BWLP,BW LPG Ltd,Industrials,True
1166708,BWMG,"Brownie's Marine Group, Inc",Consumer Cyclical,True
1847590,BWMN,Bowman Consulting Group Ltd.,Industrials,True
1788257,BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Consumer Cyclical,True
1630805,BWNB,"Babcock & Wilcox Enterprises, Inc.",,True
1630805,BWSN,"Babcock & Wilcox Enterprises, Inc.",,True
312070,BWVTF,BARCLAYS BANK PLC,,True
1486957,BWXT,"BWX Technologies, Inc.",Industrials,True
1393818,BX,Blackstone Inc.,Financial Services,True
1301787,BXC,BlueLinx Holdings Inc.,Industrials,True
1001085,BXDIF,BROOKFIELD Corp /ON/,,True
1061630,BXMT,"BLACKSTONE MORTGAGE TRUST, INC.",Real Estate,True
1298699,BXMX,Nuveen S&P 500 BuyWrite Income Fund,Financial Services,True
1372612,BXNCP,BOX INC,,True
1037540,BXP,"BXP, Inc.",Real Estate,True
1780097,BXRXQ,"Baudax Bio, Inc.",Healthcare,True
1736035,BXSL,Blackstone Secured Lending Fund,Financial Services,True
1059213,BXSY,BEXIL INVESTMENT TRUST,Financial Services,True
1702750,BY,"BYLINE BANCORP, INC.",Financial Services,True
1706795,BYCBF,Barry Callebaut AG/ADR,Consumer Defensive,True
906553,BYD,BOYD GAMING CORP,Consumer Cyclical,True
1001171,BYFC,BROADWAY FINANCIAL CORP DE,Financial Services,True
1753681,BYLT,Elite Performance Holding Corp,,True
1181187,BYM,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,Financial Services,True
1446250,BYMOF,Bayerische Motoren Werke AG/ADR,Consumer Cyclical,True
1655210,BYND,"BEYOND MEAT, INC.",Consumer Defensive,True
1801417,BYNO,byNordic Acquisition Corp,Financial Services,True
1801417,BYNOU,byNordic Acquisition Corp,Financial Services,True
1801417,BYNOW,byNordic Acquisition Corp,,True
1386049,BYOC,"Beyond Commerce, Inc.",Communication Services,True
1130713,BYON,"BEYOND, INC.",Consumer Cyclical,True
1354866,BYRN,Byrna Technologies Inc.,Industrials,True
1677940,BYSI,BeyondSpring Inc.,Healthcare,True
1842827,BZ,Kanzhun Ltd,Communication Services,True
1828972,BZFD,"BuzzFeed, Inc.",Communication Services,True
1828972,BZFDW,"BuzzFeed, Inc.",Communication Services,True
915840,BZH,BEAZER HOMES USA INC,Consumer Cyclical,True
1072397,BZLFF,BUNZL PLC,Consumer Defensive,True
1072397,BZLFY,BUNZL PLC,Consumer Defensive,True
1765826,BZRD,"Blubuzzard, Inc.",Financial Services,True
1625414,BZUN,Baozun Inc.,Consumer Cyclical,True
724445,BZYR,BURZYNSKI RESEARCH INSTITUTE INC,Healthcare,True
1437774,BZZUF,BUZZI UNICEM S.p.A.,Basic Materials,True
1437774,BZZUY,BUZZI UNICEM S.p.A.,Basic Materials,True
831001,C,CITIGROUP INC,Financial Services,True
831001,C-PN,CITIGROUP INC,,True
1717393,CAAP,CORPORACION AMERICA AIRPORTS S.A.,Industrials,True
1157762,CAAS,CHINA AUTOMOTIVE SYSTEMS INC,Consumer Cyclical,True
1759138,CABA,"Cabaletta Bio, Inc.",Healthcare,True
1987101,CABI,"EL-0713 Fund I, a series of Roll Up Vehicles, LP",,True
1632127,CABO,"Cable One, Inc.",Communication Services,True
750686,CAC,CAMDEN NATIONAL CORP,Financial Services,True
885550,CACC,CREDIT ACCEPTANCE CORP,Financial Services,True
16058,CACI,CACI INTERNATIONAL INC /DE/,Technology,True
1678124,CADCX,CION Ares Diversified Credit Fund,,True
1299939,CADE,Cadence Bank,Financial Services,True
1299939,CADE-PA,Cadence Bank,Financial Services,True
1841387,CADL,"Candel Therapeutics, Inc.",Healthcare,True
1173382,CAE,CAE INC,Industrials,True
1368493,CAF,"Morgan Stanley China A Share Fund, Inc.",Financial Services,True
23217,CAG,CONAGRA BRANDS INC.,Consumer Defensive,True
721371,CAH,CARDINAL HEALTH INC,Healthcare,True
1678105,CAHO,Caro Holdings Inc.,Industrials,True
1535628,CAIXY,CaixaBank/ADR,Financial Services,True
16988,CAJFF,CANON INC,Technology,True
16988,CAJPY,CANON INC,Technology,True
887596,CAKE,CHEESECAKE FACTORY INC,Consumer Cyclical,True
14707,CAL,CALERES INC,Consumer Cyclical,True
1496671,CALA,"Calithera Biosciences, Inc.",Healthcare,True
1534133,CALC,"CalciMedica, Inc.",Healthcare,True
16160,CALM,CAL-MAINE FOODS INC,Consumer Defensive,True
1406666,CALX,"CALIX, INC",Technology,True
1419559,CAMG,"CAM GROUP, INC.",Industrials,True
1736730,CAMP,Camp4 Therapeutics Corp,Healthcare,True
1109138,CAMT,CAMTEK LTD,Technology,True
1780652,CAN,Canaan Inc.,Technology,True
1509957,CANB,Can B Corp,Healthcare,True
1471824,CANE,Teucrium Commodity Trust,,True
1536196,CANF,Can-Fite BioPharma Ltd.,Healthcare,True
1725123,CANG,Cango Inc.,Consumer Cyclical,True
1477009,CANN,TREES Corp (Colorado),Healthcare,True
814926,CAPC,"CAPSTONE COMPANIES, INC.",Technology,True
1538849,CAPL,CrossAmerica Partners LP,Energy,True
2024203,CAPN,Cayson Acquisition Corp,Financial Services,True
2024203,CAPNR,Cayson Acquisition Corp,,True
2024203,CAPNU,Cayson Acquisition Corp,Financial Services,True
1133869,CAPR,"CAPRICOR THERAPEUTICS, INC.",Healthcare,True
1967478,CAPT,Captivision Inc.,Basic Materials,True
1967478,CAPTW,Captivision Inc.,Basic Materials,True
1127007,CAPV,CABO VERDE CAPITAL INC.,Communication Services,True
723612,CAR,"AVIS BUDGET GROUP, INC.",Industrials,True
1346830,CARA,"Cara Therapeutics, Inc.",,True
1484515,CARCY,China Resources Cement Holdings Limited/ADR/,Basic Materials,True
927971,CARD,BANK OF MONTREAL /CAN/,,True
1829576,CARE,"Carter Bankshares, Inc.",Financial Services,True
1494259,CARG,"CarGurus, Inc.",Consumer Cyclical,True
1485003,CARM,Carisma Therapeutics Inc.,Healthcare,True
1783180,CARR,CARRIER GLOBAL Corp,Industrials,True
1683606,CARS,Cars.com Inc.,Communication Services,True
1579091,CART,Maplebear Inc.,Consumer Cyclical,True
927971,CARU,BANK OF MONTREAL /CAN/,,True
1016178,CARV,CARVER BANCORP INC,Financial Services,True
907471,CASH,"PATHWARD FINANCIAL, INC.",Financial Services,True
1962738,CASI,"CASI Pharmaceuticals, Inc.",Healthcare,True
1788230,CASK,"Heritage Distilling Holding Company, Inc.",Consumer Defensive,True
708781,CASS,CASS INFORMATION SYSTEMS INC,Industrials,True
1633369,CAST,"FreeCast, Inc.",,True
726958,CASY,CASEYS GENERAL STORES INC,Consumer Cyclical,True
18230,CAT,CATERPILLAR INC,Industrials,True
1470129,CATG,Capstone Technologies Group Inc.,Technology,True
18255,CATO,CATO CORP,Consumer Cyclical,True
728387,CATX,"Perspective Therapeutics, Inc.",Healthcare,True
861842,CATY,CATHAY GENERAL BANCORP,Financial Services,True
1854583,CAUD,"Collective Audience, Inc.",Technology,True
1639438,CAVA,"CAVA GROUP, INC.",Consumer Cyclical,True
896159,CB,Chubb Ltd,Financial Services,True
711669,CBAN,COLONY BANKCORP INC,Financial Services,True
1117171,CBAT,"CBAK Energy Technology, Inc.",Industrials,True
1038572,CBDBY,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,Consumer Cyclical,True
1776073,CBDL,CBD Life Sciences Inc.,Healthcare,True
1360442,CBDS,"Dogecoin Cash, Inc.",Healthcare,True
1877461,CBDW,1606 CORP.,Consumer Defensive,True
1586554,CBDY,Target Group Inc.,Healthcare,True
1605301,CBFV,"CB Financial Services, Inc.",Financial Services,True
1845149,CBGGF,Chain Bridge I,Financial Services,True
1413488,CBGL,"CANNABIS GLOBAL, INC.",Healthcare,True
1404356,CBIA,"Blue Heaven Coffee, Inc.",Communication Services,True
1411057,CBIH,"Cannabis Bioscience International Holdings, Inc.",Healthcare,True
1006830,CBKM,CONSUMERS BANCORP INC /OH/,Financial Services,True
910612,CBL,CBL & ASSOCIATES PROPERTIES INC,Real Estate,True
1861107,CBLL,"Ceribell, Inc.",Healthcare,True
1882781,CBLO,"C2 Blockchain,Inc.",Financial Services,True
1452583,CBMJ,"CONSERVATIVE BROADCAST MEDIA & PUBLISHING, INC.",Communication Services,True
1392272,CBNA,CHAIN BRIDGE BANCORP INC,Financial Services,True
1419536,CBNK,Capital Bancorp Inc,Financial Services,True
1421636,CBNT,"C-Bond Systems, Inc",Basic Materials,True
1374310,CBOE,"Cboe Global Markets, Inc.",Financial Services,True
1138118,CBRE,"CBRE GROUP, INC.",Real Estate,True
1845149,CBRGF,Chain Bridge I,,True
1067294,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",Consumer Cyclical,True
1845149,CBRRF,Chain Bridge I,Financial Services,True
2021728,CBRS,Cerebras Systems Inc.,,True
22356,CBSH,COMMERCE BANCSHARES INC /MO/,Financial Services,True
1776738,CBSTF,Cannabist Co Holdings Inc.,Healthcare,True
16040,CBT,CABOT CORP,Basic Materials,True
723188,CBU,"COMMUNITY FINANCIAL SYSTEM, INC.",Financial Services,True
1705843,CBUS,"Cibus, Inc.",Healthcare,True
944148,CBZ,"CBIZ, Inc.",Industrials,True
1627223,CC,Chemours Co,Basic Materials,True
1633336,CCAP,"Crescent Capital BDC, Inc.",Financial Services,True
1437958,CCB,COASTAL FINANCIAL CORP,Financial Services,True
726601,CCBG,CAPITAL CITY BANK GROUP INC,Financial Services,True
1662579,CCCC,"C4 Therapeutics, Inc.",Healthcare,True
1696411,CCCP,Crona Corp.,Communication Services,True
1818201,CCCS,CCC Intelligent Solutions Holdings Inc.,Technology,True
1602584,CCD,Calamos Dynamic Convertible & Income Fund,Financial Services,True
1392326,CCEC,Capital Clean Energy Carriers Corp.,Industrials,True
862692,CCEL,CRYO CELL INTERNATIONAL INC,Healthcare,True
1650107,CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,Consumer Defensive,True
731122,CCFN,MUNCY COLUMBIA FINANCIAL Corp,Financial Services,True
1965473,CCG,Cheche Group Inc.,Communication Services,True
1965473,CCGWW,Cheche Group Inc.,Communication Services,True
1051470,CCI,CROWN CASTLE INC.,Real Estate,True
1517767,CCIA,Carlyle Credit Income Fund,,True
1517767,CCIF,Carlyle Credit Income Fund,Financial Services,True
1894176,CCIR,Cohen Circle Acquisition Corp. I,Financial Services,True
1894176,CCIRU,Cohen Circle Acquisition Corp. I,Financial Services,True
1894176,CCIRW,Cohen Circle Acquisition Corp. I,Financial Services,True
2006291,CCIX,Churchill Capital Corp IX/Cayman,Financial Services,True
2006291,CCIXU,Churchill Capital Corp IX/Cayman,Financial Services,True
2006291,CCIXW,Churchill Capital Corp IX/Cayman,Financial Services,True
1009001,CCJ,CAMECO CORP,Energy,True
1219601,CCK,"CROWN HOLDINGS, INC.",Consumer Cyclical,True
815097,CCL,CARNIVAL CORP,Consumer Cyclical,True
1582982,CCLD,"CareCloud, Inc.",Healthcare,True
1582982,CCLDO,"CareCloud, Inc.",Healthcare,True
1582982,CCLDP,"CareCloud, Inc.",,True
1735964,CCLFX,Cliffwater Corporate Lending Fund,,True
1472072,CCM,Concord Medical Services Holdings Ltd,Healthcare,True
736772,CCNE,CNB FINANCIAL CORP/PA,Financial Services,True
736772,CCNEP,CNB FINANCIAL CORP/PA,Financial Services,True
1334978,CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,True
1158324,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",Communication Services,True
320340,CCRD,CoreCard Corp,Technology,True
1141103,CCRN,CROSS COUNTRY HEALTHCARE INC,Healthcare,True
1576940,CCS,"Century Communities, Inc.",Real Estate,True
1866633,CCSI,"Consensus Cloud Solutions, Inc.",Technology,True
1477960,CCTC,Catalyst Crew Technologies Corp.,,True
1931717,CCTG,CCSC Technology International Holdings Ltd,Industrials,True
1865861,CCTSF,Cactus Acquisition Corp. 1 Ltd,Financial Services,True
888746,CCU,UNITED BREWERIES CO INC,Consumer Defensive,True
1166691,CCZ,COMCAST CORP,,True
1851909,CDAQF,Compass Digital Acquisition Corp.,Financial Services,True
1851909,CDAUF,Compass Digital Acquisition Corp.,Financial Services,True
1851909,CDAWF,Compass Digital Acquisition Corp.,,True
215466,CDE,"Coeur Mining, Inc.",Basic Materials,True
1870144,CDIO,"Cardio Diagnostics Holdings, Inc.",Healthcare,True
1870144,CDIOW,"Cardio Diagnostics Holdings, Inc.",Healthcare,True
811222,CDIX,Cardiff Lexington Corp,Healthcare,True
1978867,CDLR,Cadeler A/S,Industrials,True
1666071,CDLX,"Cardlytics, Inc.",Communication Services,True
704562,CDMO,"Avid Bioservices, Inc.",,True
1217234,CDNA,"CareDx, Inc.",Healthcare,True
813672,CDNS,CADENCE DESIGN SYSTEMS INC,Technology,True
860546,CDP,COPT DEFENSE PROPERTIES,Real Estate,True
761648,CDR-PB,"CEDAR REALTY TRUST, INC.",Real Estate,True
761648,CDR-PC,"CEDAR REALTY TRUST, INC.",Real Estate,True
1860543,CDRE,"Cadre Holdings, Inc.",Industrials,True
1866782,CDRO,"Codere Online Luxembourg, S.A.",Consumer Cyclical,True
1866782,CDROW,"Codere Online Luxembourg, S.A.",Consumer Cyclical,True
761648,CDRPB,"CEDAR REALTY TRUST, INC.",,True
946112,CDSG,"China Dongsheng International, Inc.",Financial Services,True
1896212,CDT,CONDUIT PHARMACEUTICALS INC.,Healthcare,True
1793895,CDTG,CDT Environmental Technology Investment Holdings Ltd,Industrials,True
1896212,CDTTW,CONDUIT PHARMACEUTICALS INC.,Healthcare,True
1610618,CDTX,"Cidara Therapeutics, Inc.",Healthcare,True
1402057,CDW,CDW Corp,Technology,True
1386570,CDXC,ChromaDex Corp.,,True
1552979,CDXQ,"China De Xiao Quan Care Group Co., Ltd",Industrials,True
